EventIndex,Planet1,Aspect,Planet2,Orb,Type
1399,Venus,Trine,Saturn,1°09’,Separating
1399,Mars,Sextile,Neptune,1°16’,Separating
1399,Jupiter,Conjunction,Saturn,3°17’,Separating
1399,Uranus,Opposition,Pluto,0°22’,Separating
1400,Sun,Square,Moon,7°53’,Separating
1400,Sun,Conjunction,Mars,5°49’,Applying
1400,Sun,Square,Uranus,9°22’,Applying
1400,Sun,Square,Pluto,5°01’,Applying
1400,Moon,Sextile,Mercury,0°56’,Applying
1400,Moon,Sextile,Venus,1°38’,Separating
1400,Moon,Square,Mars,2°04’,Separating
1400,Moon,Conjunction,Uranus,1°28’,Applying
1400,Moon,Opposition,Neptune,9°07’,Applying
1400,Moon,Opposition,Pluto,2°52’,Separating
1400,Mercury,Conjunction,Venus,2°35’,Separating
1400,Mercury,Sextile,Uranus,0°31’,Separating
1400,Mercury,Trine,Pluto,3°49’,Applying
1400,Venus,Sextile,Uranus,3°07’,Separating
1400,Venus,Trine,Pluto,1°14’,Applying
1400,Mars,Square,Uranus,3°33’,Applying
1400,Mars,Square,Pluto,0°48’,Separating
1400,Uranus,Opposition,Pluto,4°21’,Separating
1401,Sun,Trine,Saturn,6°11’,Separating
1401,Sun,Opposition,Uranus,6°17’,Applying
1401,Sun,Opposition,Neptune,3°43’,Applying
1401,Sun,Trine,Pluto,7°07’,Applying
1401,Moon,Square,Jupiter,6°53’,Separating
1401,Mercury,Sextile,Venus,0°35’,Applying
1401,Mercury,Trine,Jupiter,4°46’,Applying
1401,Venus,Square,Mars,5°22’,Applying
1401,Venus,Square,Pluto,4°03’,Separating
1401,Uranus,Conjunction,Neptune,2°33’,Applying
1401,Uranus,Sextile,Pluto,0°50’,Separating
1401,Neptune,Sextile,Pluto,3°23’,Separating
1402,Sun,Square,Mars,1°23’,Separating
1402,Moon,Square,Jupiter,2°08’,Applying
1402,Moon,Square,Pluto,4°28’,Separating
1402,Mercury,Trine,Mars,6°48’,Applying
1402,Venus,Trine,Mars,0°31’,Applying
1402,Venus,Opposition,Saturn,0°48’,Applying
1402,Venus,Opposition,Uranus,0°16’,Separating
1402,Mars,Sextile,Saturn,1°19’,Applying
1402,Mars,Sextile,Uranus,0°14’,Applying
1402,Jupiter,Opposition,Pluto,6°37’,Separating
1402,Saturn,Conjunction,Uranus,1°05’,Applying
1402,Neptune,Sextile,Pluto,0°51’,Applying
1403,Sun,Trine,Moon,2°48’,Applying
1403,Sun,Conjunction,Mercury,4°35’,Applying
1403,Sun,Square,Uranus,6°08’,Separating
1403,Sun,Trine,Neptune,4°29’,Applying
1403,Sun,Sextile,Pluto,2°15’,Applying
1403,Moon,Trine,Mercury,1°46’,Separating
1403,Moon,Trine,Saturn,7°43’,Separating
1403,Moon,Trine,Neptune,7°17’,Applying
1403,Moon,Opposition,Pluto,5°03’,Applying
1403,Mercury,Square,Jupiter,5°53’,Separating
1403,Mercury,Conjunction,Saturn,5°57’,Separating
1403,Mercury,Square,Uranus,1°33’,Separating
1403,Venus,Square,Neptune,1°07’,Separating
1403,Jupiter,Square,Saturn,0°03’,Applying
1403,Jupiter,Opposition,Uranus,4°20’,Applying
1403,Saturn,Square,Uranus,4°24’,Applying
1403,Neptune,Sextile,Pluto,2°14’,Applying
1404,Sun,Conjunction,Mercury,0°57’,Applying
1404,Sun,Conjunction,Venus,2°24’,Applying
1404,Sun,Trine,Mars,0°18’,Separating
1404,Sun,Trine,Uranus,3°35’,Separating
1404,Sun,Sextile,Neptune,1°59’,Applying
1404,Moon,Sextile,Pluto,2°03’,Applying
1404,Mercury,Conjunction,Venus,1°26’,Separating
1404,Mercury,Trine,Mars,0°39’,Applying
1404,Mercury,Trine,Uranus,2°37’,Separating
1404,Mercury,Sextile,Neptune,2°57’,Applying
1404,Venus,Trine,Mars,2°05’,Applying
1404,Venus,Trine,Uranus,1°10’,Separating
1404,Mars,Conjunction,Uranus,3°16’,Separating
1404,Mars,Opposition,Neptune,2°17’,Applying
1404,Saturn,Square,Pluto,0°12’,Applying
1404,Uranus,Opposition,Neptune,5°34’,Separating
1405,Sun,Conjunction,Mercury,1°18’,Separating
1405,Sun,Conjunction,Uranus,3°10’,Applying
1405,Moon,Square,Venus,2°53’,Applying
1405,Mercury,Conjunction,Uranus,1°51’,Applying
1405,Venus,Trine,Neptune,5°15’,Separating
1405,Mars,Trine,Jupiter,0°20’,Applying
1405,Mars,Trine,Saturn,4°37’,Separating
1405,Jupiter,Conjunction,Saturn,4°58’,Applying
1405,Neptune,Sextile,Pluto,1°23’,Applying
1406,Sun,Sextile,Uranus,0°53’,Applying
1406,Moon,Trine,Mercury,3°52’,Separating
1406,Moon,Square,Jupiter,3°05’,Separating
1406,Mercury,Square,Neptune,6°45’,Applying
1406,Venus,Opposition,Saturn,2°40’,Separating
1406,Venus,Square,Uranus,1°27’,Applying
1406,Venus,Conjunction,Pluto,5°10’,Applying
1406,Mars,Trine,Neptune,0°28’,Separating
1406,Saturn,Square,Uranus,4°07’,Separating
1406,Uranus,Square,Pluto,3°42’,Applying
1407,Sun,Opposition,Moon,9°28’,Separating
1407,Sun,Conjunction,Mercury,4°25’,Separating
1407,Sun,Sextile,Mars,2°04’,Separating
1407,Moon,Trine,Saturn,4°19’,Applying
1407,Moon,Trine,Neptune,3°32’,Applying
1407,Moon,Sextile,Pluto,3°41’,Applying
1407,Mercury,Sextile,Mars,2°21’,Separating
1407,Venus,Trine,Jupiter,6°59’,Separating
1407,Venus,Square,Saturn,3°58’,Applying
1407,Venus,Opposition,Uranus,1°59’,Separating
1407,Venus,Square,Neptune,3°12’,Applying
1407,Mars,Square,Jupiter,4°53’,Applying
1407,Saturn,Square,Uranus,5°58’,Separating
1407,Saturn,Conjunction,Neptune,0°46’,Separating
1407,Saturn,Sextile,Pluto,0°37’,Separating
1407,Uranus,Square,Neptune,5°12’,Separating
1407,Neptune,Sextile,Pluto,0°09’,Applying
1408,Sun,Conjunction,Saturn,6°39’,Applying
1408,Sun,Sextile,Uranus,2°10’,Applying
1408,Moon,Conjunction,Mercury,5°33’,Applying
1408,Moon,Sextile,Mars,1°46’,Applying
1408,Moon,Trine,Jupiter,3°08’,Applying
1408,Mercury,Sextile,Mars,3°47’,Separating
1408,Mercury,Trine,Jupiter,2°25’,Separating
1408,Venus,Square,Uranus,1°50’,Separating
1408,Mars,Opposition,Jupiter,1°22’,Applying
1408,Neptune,Sextile,Pluto,3°17’,Separating
1409,Sun,Square,Jupiter,3°12’,Applying
1409,Moon,Conjunction,Mercury,9°09’,Applying
1409,Moon,Square,Saturn,4°08’,Separating
1409,Mercury,Sextile,Venus,2°13’,Separating
1409,Mercury,Conjunction,Mars,1°40’,Applying
1409,Mercury,Opposition,Uranus,3°14’,Applying
1409,Venus,Sextile,Mars,3°54’,Applying
1409,Venus,Trine,Uranus,5°28’,Applying
1409,Mars,Trine,Jupiter,5°59’,Applying
1409,Mars,Opposition,Uranus,1°34’,Applying
1410,Sun,Opposition,Uranus,2°31’,Applying
1410,Sun,Sextile,Pluto,1°43’,Applying
1410,Moon,Trine,Mercury,3°57’,Applying
1410,Moon,Square,Venus,1°27’,Separating
1410,Moon,Square,Jupiter,7°48’,Separating
1410,Mercury,Square,Mars,6°11’,Separating
1410,Mercury,Conjunction,Saturn,6°22’,Applying
1410,Venus,Sextile,Mars,0°46’,Separating
1410,Venus,Conjunction,Jupiter,6°21’,Separating
1410,Jupiter,Sextile,Neptune,2°04’,Separating
1410,Saturn,Square,Pluto,4°06’,Applying
1410,Uranus,Trine,Pluto,0°48’,Applying
1411,Sun,Square,Jupiter,7°16’,Applying
1411,Sun,Square,Saturn,2°44’,Applying
1411,Moon,Square,Pluto,5°14’,Separating
1411,Mercury,Conjunction,Mars,1°13’,Separating
1411,Mercury,Conjunction,Neptune,3°00’,Separating
1411,Mercury,Sextile,Pluto,1°58’,Separating
1411,Venus,Trine,Jupiter,2°42’,Applying
1411,Venus,Trine,Saturn,1°50’,Separating
1411,Mars,Conjunction,Neptune,1°46’,Applying
1411,Mars,Sextile,Pluto,0°44’,Applying
1411,Jupiter,Conjunction,Saturn,4°32’,Separating
1411,Neptune,Sextile,Pluto,1°02’,Separating
1412,Sun,Square,Moon,0°52’,Separating
1412,Sun,Conjunction,Mercury,5°48’,Applying
1412,Sun,Conjunction,Venus,1°54’,Separating
1412,Sun,Square,Uranus,6°18’,Applying
1412,Moon,Square,Mercury,6°41’,Separating
1412,Moon,Square,Venus,2°46’,Separating
1412,Moon,Trine,Jupiter,2°17’,Applying
1412,Moon,Conjunction,Uranus,5°26’,Applying
1412,Moon,Trine,Pluto,6°35’,Applying
1412,Mercury,Conjunction,Venus,3°54’,Applying
1412,Mars,Trine,Saturn,2°15’,Separating
1412,Mars,Opposition,Neptune,0°47’,Separating
1412,Jupiter,Trine,Uranus,3°08’,Applying
1412,Jupiter,Trine,Pluto,4°17’,Applying
1412,Saturn,Sextile,Neptune,1°28’,Applying
1412,Saturn,Square,Pluto,5°51’,Separating
1412,Uranus,Trine,Pluto,1°08’,Applying
1413,Sun,Sextile,Uranus,3°12’,Applying
1413,Moon,Square,Mercury,1°15’,Applying
1413,Moon,Trine,Mars,6°58’,Applying
1413,Moon,Sextile,Jupiter,1°51’,Applying
1413,Moon,Trine,Uranus,8°07’,Separating
1413,Moon,Conjunction,Neptune,8°21’,Applying
1413,Venus,Opposition,Saturn,0°31’,Applying
1413,Venus,Square,Uranus,4°24’,Applying
1413,Mars,Trine,Neptune,1°22’,Applying
1413,Saturn,Square,Uranus,3°52’,Separating
1413,Uranus,Square,Pluto,3°44’,Applying
1414,Sun,Sextile,Moon,0°16’,Separating
1414,Sun,Trine,Jupiter,7°00’,Separating
1414,Sun,Trine,Uranus,8°53’,Separating
1414,Moon,Square,Venus,5°40’,Applying
1414,Mercury,Conjunction,Mars,1°03’,Applying
1414,Mercury,Opposition,Saturn,1°18’,Applying
1414,Mercury,Trine,Neptune,1°37’,Separating
1414,Mercury,Opposition,Pluto,2°23’,Separating
1414,Mars,Opposition,Saturn,0°14’,Applying
1414,Mars,Trine,Neptune,2°40’,Separating
1414,Mars,Opposition,Pluto,3°27’,Separating
1414,Jupiter,Conjunction,Uranus,1°52’,Applying
1414,Saturn,Sextile,Neptune,2°55’,Applying
1414,Saturn,Conjunction,Pluto,3°42’,Applying
1414,Neptune,Sextile,Pluto,0°46’,Separating
1415,Sun,Trine,Jupiter,0°25’,Separating
1415,Sun,Trine,Uranus,4°35’,Separating
1415,Moon,Opposition,Mars,5°01’,Separating
1415,Moon,Conjunction,Saturn,5°47’,Applying
1415,Mercury,Square,Uranus,1°28’,Separating
1415,Mercury,Square,Pluto,5°54’,Separating
1415,Mars,Square,Jupiter,5°39’,Separating
1415,Jupiter,Trine,Uranus,4°10’,Applying
1415,Saturn,Trine,Pluto,4°54’,Separating
1415,Uranus,Opposition,Pluto,4°26’,Applying
1416,Sun,Square,Mars,2°46’,Separating
1416,Moon,Opposition,Saturn,0°43’,Separating
1416,Moon,Square,Pluto,7°08’,Applying
1416,Mercury,Trine,Jupiter,1°16’,Separating
1416,Mercury,Sextile,Neptune,2°28’,Applying
1416,Mercury,Trine,Pluto,4°49’,Separating
1416,Venus,Sextile,Mars,3°57’,Applying
1416,Jupiter,Opposition,Neptune,3°44’,Separating
1416,Jupiter,Trine,Pluto,3°33’,Applying
1416,Uranus,Trine,Neptune,6°22’,Separating
1417,Sun,Square,Uranus,9°24’,Applying
1417,Sun,Trine,Neptune,3°39’,Separating
1417,Sun,Sextile,Pluto,2°02’,Separating
1417,Moon,Opposition,Venus,5°09’,Separating
1417,Moon,Conjunction,Jupiter,4°17’,Applying
1417,Moon,Square,Pluto,2°21’,Separating
1417,Mercury,Conjunction,Mars,5°18’,Applying
1417,Mercury,Square,Saturn,5°59’,Applying
1417,Mercury,Trine,Uranus,2°22’,Separating
1417,Venus,Square,Pluto,2°47’,Applying
1417,Mars,Square,Saturn,0°41’,Applying
1417,Jupiter,Square,Pluto,6°38’,Applying
1417,Neptune,Sextile,Pluto,1°37’,Separating
1418,Sun,Conjunction,Mars,0°58’,Separating
1418,Sun,Opposition,Uranus,0°32’,Applying
1418,Moon,Conjunction,Mercury,3°54’,Applying
1418,Moon,Sextile,Venus,2°20’,Separating
1418,Moon,Conjunction,Neptune,9°15’,Separating
1418,Mercury,Trine,Jupiter,6°09’,Applying
1418,Mars,Opposition,Uranus,1°30’,Applying
1418,Jupiter,Sextile,Saturn,1°47’,Applying
1418,Jupiter,Opposition,Pluto,1°48’,Applying
1418,Saturn,Trine,Pluto,3°36’,Applying
1419,Sun,Sextile,Moon,2°44’,Applying
1419,Sun,Sextile,Neptune,3°06’,Separating
1419,Sun,Conjunction,Pluto,2°10’,Separating
1419,Moon,Square,Mercury,6°49’,Separating
1419,Moon,Conjunction,Mars,6°47’,Separating
1419,Moon,Square,Uranus,0°50’,Applying
1419,Moon,Trine,Neptune,0°22’,Separating
1419,Moon,Sextile,Pluto,0°34’,Applying
1419,Mercury,Conjunction,Venus,6°54’,Separating
1419,Mercury,Square,Mars,0°01’,Applying
1419,Venus,Square,Mars,6°56’,Applying
1419,Venus,Sextile,Jupiter,1°56’,Separating
1419,Mars,Trine,Neptune,6°25’,Applying
1419,Saturn,Sextile,Uranus,1°59’,Separating
1419,Saturn,Square,Neptune,3°12’,Separating
1419,Neptune,Sextile,Pluto,0°56’,Separating
1420,Sun,Sextile,Moon,1°59’,Separating
1420,Sun,Conjunction,Mars,4°50’,Separating
1420,Sun,Square,Saturn,7°00’,Applying
1420,Sun,Trine,Neptune,1°49’,Separating
1420,Sun,Sextile,Pluto,0°51’,Separating
1420,Moon,Sextile,Neptune,3°48’,Separating
1420,Moon,Conjunction,Pluto,2°51’,Separating
1420,Mercury,Sextile,Venus,1°31’,Applying
1420,Mercury,Trine,Saturn,6°06’,Separating
1420,Venus,Trine,Jupiter,6°20’,Applying
1420,Mars,Trine,Neptune,3°01’,Applying
1420,Mars,Sextile,Pluto,3°58’,Applying
1420,Jupiter,Square,Uranus,1°16’,Separating
1420,Neptune,Sextile,Pluto,0°57’,Separating
1421,Sun,Square,Moon,9°48’,Applying
1421,Sun,Conjunction,Mercury,7°56’,Applying
1421,Sun,Sextile,Mars,4°45’,Separating
1421,Sun,Trine,Uranus,9°02’,Separating
1421,Sun,Square,Neptune,8°09’,Applying
1421,Sun,Trine,Pluto,6°37’,Applying
1421,Moon,Square,Mercury,1°52’,Applying
1421,Mercury,Sextile,Mars,3°11’,Applying
1421,Mercury,Trine,Uranus,1°05’,Separating
1421,Venus,Opposition,Jupiter,1°52’,Separating
1421,Venus,Trine,Saturn,0°53’,Applying
1421,Venus,Trine,Neptune,5°33’,Separating
1421,Mars,Opposition,Uranus,4°16’,Separating
1421,Jupiter,Sextile,Saturn,2°45’,Separating
1421,Jupiter,Sextile,Neptune,3°41’,Applying
1421,Saturn,Opposition,Uranus,6°21’,Applying
1421,Saturn,Conjunction,Neptune,6°26’,Separating
1422,Sun,Trine,Moon,1°16’,Separating
1422,Sun,Conjunction,Neptune,6°14’,Separating
1422,Moon,Square,Jupiter,0°27’,Separating
1422,Moon,Square,Saturn,2°02’,Applying
1422,Moon,Trine,Neptune,7°30’,Separating
1422,Mercury,Conjunction,Mars,3°00’,Separating
1422,Mercury,Conjunction,Neptune,4°22’,Applying
1422,Venus,Trine,Uranus,0°13’,Separating
1422,Venus,Conjunction,Pluto,0°50’,Applying
1422,Jupiter,Conjunction,Saturn,2°30’,Applying
1422,Uranus,Trine,Pluto,1°03’,Separating
1423,Moon,Sextile,Mercury,3°10’,Separating
1423,Moon,Square,Uranus,8°44’,Applying
1423,Mercury,Opposition,Saturn,6°54’,Separating
1423,Venus,Conjunction,Mars,4°15’,Separating
1423,Venus,Trine,Jupiter,1°35’,Separating
1423,Venus,Sextile,Uranus,0°10’,Applying
1423,Venus,Square,Neptune,2°44’,Separating
1423,Venus,Sextile,Pluto,1°21’,Applying
1423,Mars,Trine,Jupiter,2°39’,Separating
1423,Mars,Trine,Saturn,6°44’,Applying
1423,Mars,Square,Neptune,1°30’,Separating
1423,Jupiter,Opposition,Uranus,1°46’,Applying
1423,Jupiter,Sextile,Pluto,2°57’,Applying
1423,Uranus,Trine,Pluto,1°11’,Separating
1424,Sun,Trine,Moon,9°05’,Applying
1424,Sun,Opposition,Jupiter,4°27’,Applying
1424,Moon,Square,Mercury,6°23’,Applying
1424,Moon,Square,Saturn,0°08’,Applying
1424,Moon,Sextile,Neptune,4°03’,Separating
1424,Moon,Trine,Pluto,1°18’,Separating
1424,Mercury,Conjunction,Saturn,6°14’,Separating
1424,Venus,Square,Mars,0°13’,Applying
1424,Mars,Trine,Jupiter,4°04’,Separating
1424,Mars,Trine,Uranus,1°08’,Applying
1424,Jupiter,Trine,Uranus,5°12’,Separating
1424,Neptune,Sextile,Pluto,2°45’,Separating
1425,Sun,Square,Moon,7°09’,Separating
1425,Sun,Square,Jupiter,7°01’,Applying
1425,Sun,Trine,Saturn,2°17’,Applying
1425,Sun,Square,Uranus,6°49’,Applying
1425,Sun,Sextile,Neptune,3°15’,Separating
1425,Sun,Trine,Pluto,2°40’,Separating
1425,Moon,Trine,Mercury,0°15’,Separating
1425,Moon,Opposition,Jupiter,0°07’,Separating
1425,Moon,Opposition,Uranus,0°19’,Separating
1425,Mercury,Sextile,Jupiter,0°07’,Applying
1425,Mercury,Square,Saturn,4°36’,Separating
1425,Mercury,Sextile,Uranus,0°04’,Separating
1425,Venus,Conjunction,Mars,0°53’,Separating
1425,Venus,Square,Neptune,0°47’,Applying
1425,Mars,Square,Neptune,1°41’,Applying
1425,Jupiter,Conjunction,Uranus,0°11’,Separating
1425,Saturn,Conjunction,Pluto,4°57’,Applying
1425,Neptune,Sextile,Pluto,0°35’,Applying
1426,Sun,Trine,Moon,4°43’,Separating
1426,Sun,Conjunction,Mercury,6°04’,Applying
1426,Sun,Conjunction,Venus,5°43’,Applying
1426,Sun,Conjunction,Mars,0°46’,Applying
1426,Moon,Trine,Mars,3°57’,Separating
1426,Moon,Opposition,Jupiter,1°26’,Applying
1426,Mercury,Conjunction,Venus,0°21’,Applying
1426,Mercury,Conjunction,Mars,6°51’,Applying
1426,Mercury,Sextile,Saturn,0°02’,Applying
1426,Venus,Conjunction,Mars,6°30’,Applying
1426,Venus,Sextile,Saturn,0°19’,Separating
1426,Saturn,Square,Pluto,0°32’,Applying
1426,Uranus,Conjunction,Neptune,0°57’,Separating
1427,Sun,Square,Moon,1°51’,Applying
1427,Sun,Sextile,Saturn,0°32’,Separating
1427,Sun,Trine,Uranus,7°09’,Applying
1427,Sun,Square,Pluto,6°26’,Applying
1427,Moon,Sextile,Mercury,2°17’,Separating
1427,Moon,Trine,Mars,3°35’,Separating
1427,Moon,Sextile,Jupiter,2°55’,Applying
1427,Moon,Conjunction,Pluto,8°17’,Applying
1427,Mercury,Sextile,Mars,1°18’,Separating
1427,Mercury,Conjunction,Jupiter,5°13’,Applying
1427,Venus,Opposition,Neptune,6°41’,Separating
1427,Mars,Square,Saturn,4°54’,Applying
1427,Jupiter,Square,Uranus,6°05’,Applying
1427,Neptune,Sextile,Pluto,2°07’,Applying
1428,Sun,Trine,Moon,8°01’,Separating
1428,Sun,Conjunction,Mercury,9°05’,Applying
1428,Sun,Conjunction,Venus,6°22’,Applying
1428,Sun,Square,Saturn,5°22’,Applying
1428,Moon,Trine,Mercury,1°03’,Applying
1428,Moon,Trine,Venus,1°38’,Separating
1428,Moon,Opposition,Mars,5°45’,Applying
1428,Moon,Square,Jupiter,1°15’,Separating
1428,Moon,Square,Uranus,4°30’,Separating
1428,Moon,Square,Neptune,1°05’,Applying
1428,Mercury,Conjunction,Venus,2°42’,Applying
1428,Mercury,Square,Saturn,3°43’,Applying
1428,Venus,Square,Saturn,1°00’,Applying
1428,Mars,Square,Neptune,4°40’,Separating
1428,Mars,Trine,Pluto,6°14’,Applying
1428,Jupiter,Trine,Saturn,1°23’,Applying
1428,Jupiter,Opposition,Uranus,3°14’,Applying
1428,Jupiter,Conjunction,Neptune,2°21’,Separating
1428,Saturn,Sextile,Uranus,1°51’,Applying
1428,Saturn,Trine,Neptune,3°44’,Applying
1428,Uranus,Opposition,Neptune,5°36’,Applying
1429,Sun,Opposition,Neptune,6°48’,Separating
1429,Sun,Trine,Pluto,1°34’,Separating
1429,Moon,Trine,Mercury,7°29’,Separating
1429,Moon,Sextile,Saturn,3°54’,Applying
1429,Mercury,Square,Mars,2°13’,Separating
1429,Mercury,Square,Jupiter,1°32’,Applying
1429,Venus,Trine,Jupiter,5°15’,Separating
1429,Venus,Square,Saturn,4°36’,Applying
1429,Mars,Conjunction,Jupiter,3°45’,Applying
1429,Saturn,Conjunction,Uranus,2°28’,Applying
1429,Saturn,Trine,Neptune,3°21’,Applying
1429,Uranus,Trine,Neptune,0°53’,Applying
1430,Sun,Trine,Moon,9°09’,Applying
1430,Sun,Conjunction,Venus,5°32’,Applying
1430,Sun,Square,Jupiter,7°54’,Separating
1430,Moon,Trine,Venus,3°37’,Applying
1430,Moon,Sextile,Mars,4°40’,Separating
1430,Moon,Opposition,Uranus,9°55’,Separating
1430,Mercury,Square,Mars,3°16’,Applying
1430,Mercury,Trine,Saturn,1°39’,Separating
1430,Mercury,Opposition,Neptune,5°49’,Applying
1430,Venus,Square,Jupiter,2°22’,Separating
1430,Mars,Trine,Uranus,5°14’,Separating
1430,Mars,Square,Neptune,2°33’,Applying
1430,Mars,Trine,Pluto,3°52’,Separating
1430,Jupiter,Sextile,Neptune,3°22’,Separating
1430,Saturn,Square,Pluto,1°03’,Applying
1430,Uranus,Trine,Pluto,1°22’,Applying
1431,Sun,Square,Mars,2°52’,Separating
1431,Sun,Square,Uranus,8°45’,Applying
1431,Sun,Square,Pluto,8°23’,Separating
1431,Moon,Conjunction,Mercury,1°58’,Separating
1431,Moon,Conjunction,Venus,2°17’,Separating
1431,Moon,Trine,Mars,2°46’,Applying
1431,Moon,Opposition,Jupiter,5°59’,Applying
1431,Moon,Trine,Neptune,0°38’,Applying
1431,Moon,Sextile,Pluto,2°45’,Separating
1431,Mercury,Conjunction,Venus,0°18’,Applying
1431,Mercury,Trine,Mars,4°44’,Separating
1431,Mercury,Trine,Neptune,2°36’,Applying
1431,Mercury,Sextile,Pluto,0°46’,Separating
1431,Venus,Trine,Mars,5°03’,Applying
1431,Venus,Trine,Neptune,2°55’,Applying
1431,Venus,Sextile,Pluto,0°27’,Separating
1431,Mars,Sextile,Jupiter,3°13’,Applying
1431,Mars,Trine,Neptune,2°08’,Separating
1431,Mars,Opposition,Pluto,5°31’,Separating
1431,Saturn,Square,Pluto,5°29’,Applying
1431,Neptune,Sextile,Pluto,3°23’,Applying
1432,Sun,Conjunction,Mercury,3°27’,Separating
1432,Sun,Square,Mars,6°25’,Separating
1432,Sun,Conjunction,Saturn,5°36’,Applying
1432,Moon,Trine,Venus,7°00’,Applying
1432,Moon,Opposition,Saturn,8°36’,Separating
1432,Moon,Square,Pluto,0°26’,Applying
1432,Mercury,Square,Mars,2°57’,Applying
1432,Venus,Sextile,Mars,2°21’,Applying
1432,Jupiter,Opposition,Neptune,0°47’,Separating
1432,Uranus,Trine,Neptune,5°25’,Applying
1433,Sun,Conjunction,Venus,1°01’,Applying
1433,Sun,Trine,Jupiter,6°32’,Separating
1433,Sun,Sextile,Uranus,4°30’,Separating
1433,Moon,Sextile,Mercury,0°57’,Separating
1433,Moon,Sextile,Mars,3°26’,Applying
1433,Moon,Trine,Pluto,5°11’,Separating
1433,Mercury,Conjunction,Mars,4°23’,Separating
1433,Mercury,Opposition,Pluto,4°13’,Applying
1433,Venus,Trine,Jupiter,5°30’,Separating
1433,Venus,Sextile,Uranus,3°29’,Separating
1433,Jupiter,Sextile,Uranus,2°01’,Separating
1433,Jupiter,Square,Neptune,3°37’,Separating
1433,Saturn,Square,Uranus,1°01’,Applying
1433,Saturn,Trine,Neptune,4°37’,Separating
1434,Sun,Square,Moon,8°47’,Applying
1434,Sun,Conjunction,Mercury,0°10’,Applying
1434,Sun,Conjunction,Venus,9°32’,Applying
1434,Sun,Trine,Mars,9°12’,Separating
1434,Sun,Sextile,Uranus,3°47’,Applying
1434,Moon,Square,Mercury,8°37’,Applying
1434,Moon,Square,Venus,0°45’,Separating
1434,Moon,Trine,Jupiter,2°43’,Applying
1434,Moon,Trine,Neptune,0°54’,Applying
1434,Moon,Sextile,Pluto,0°32’,Applying
1434,Mercury,Sextile,Uranus,3°57’,Applying
1434,Venus,Trine,Mars,0°20’,Applying
1434,Mars,Square,Pluto,0°57’,Applying
1434,Jupiter,Conjunction,Neptune,1°48’,Separating
1434,Jupiter,Sextile,Pluto,2°10’,Separating
1434,Saturn,Trine,Uranus,5°09’,Separating
1434,Neptune,Sextile,Pluto,0°22’,Separating
1435,Sun,Conjunction,Moon,5°46’,Separating
1435,Sun,Conjunction,Mercury,1°05’,Applying
1435,Sun,Trine,Jupiter,4°19’,Separating
1435,Sun,Opposition,Saturn,3°56’,Separating
1435,Sun,Trine,Neptune,6°06’,Applying
1435,Sun,Sextile,Pluto,4°01’,Applying
1435,Moon,Conjunction,Mercury,6°52’,Separating
1435,Moon,Square,Mars,5°37’,Applying
1435,Moon,Opposition,Saturn,9°43’,Separating
1435,Moon,Trine,Neptune,0°19’,Applying
1435,Moon,Sextile,Pluto,1°45’,Separating
1435,Mercury,Trine,Jupiter,3°13’,Separating
1435,Mercury,Opposition,Saturn,2°50’,Separating
1435,Mars,Trine,Uranus,1°43’,Applying
1435,Jupiter,Sextile,Saturn,0°22’,Applying
1435,Neptune,Sextile,Pluto,2°04’,Applying
1436,Sun,Conjunction,Mercury,0°39’,Applying
1436,Sun,Square,Mars,0°38’,Applying
1436,Sun,Trine,Jupiter,1°58’,Separating
1436,Sun,Square,Uranus,4°27’,Applying
1436,Sun,Trine,Neptune,6°24’,Separating
1436,Sun,Sextile,Pluto,5°06’,Separating
1436,Moon,Conjunction,Venus,0°32’,Separating
1436,Moon,Square,Jupiter,7°27’,Applying
1436,Moon,Square,Neptune,3°01’,Applying
1436,Mercury,Square,Mars,0°00’,Applying
1436,Mercury,Trine,Jupiter,2°38’,Applying
1436,Mercury,Square,Uranus,3°48’,Separating
1436,Venus,Square,Neptune,3°33’,Applying
1436,Mars,Conjunction,Uranus,3°49’,Applying
1436,Jupiter,Conjunction,Neptune,4°26’,Applying
1436,Jupiter,Sextile,Pluto,3°07’,Applying
1436,Neptune,Sextile,Pluto,1°18’,Separating
1437,Sun,Sextile,Moon,0°45’,Separating
1437,Sun,Sextile,Pluto,4°55’,Separating
1437,Moon,Square,Mercury,1°56’,Applying
1437,Moon,Square,Venus,8°49’,Separating
1437,Moon,Opposition,Mars,9°37’,Applying
1437,Moon,Conjunction,Jupiter,7°11’,Applying
1437,Moon,Square,Saturn,5°22’,Separating
1437,Moon,Conjunction,Pluto,5°41’,Separating
1437,Mercury,Square,Jupiter,5°15’,Applying
1437,Venus,Conjunction,Saturn,3°27’,Applying
1437,Venus,Square,Pluto,3°08’,Applying
1437,Mars,Opposition,Jupiter,2°25’,Separating
1437,Mars,Conjunction,Uranus,5°21’,Applying
1437,Mars,Opposition,Neptune,2°40’,Applying
1437,Jupiter,Conjunction,Neptune,5°06’,Applying
1437,Saturn,Square,Pluto,0°18’,Separating
1437,Uranus,Opposition,Neptune,2°40’,Applying
1438,Sun,Square,Moon,3°51’,Applying
1438,Sun,Conjunction,Mercury,8°21’,Applying
1438,Sun,Trine,Neptune,7°18’,Applying
1438,Sun,Opposition,Pluto,2°35’,Applying
1438,Moon,Square,Mercury,4°30’,Separating
1438,Moon,Square,Pluto,6°26’,Applying
1438,Venus,Opposition,Uranus,1°57’,Applying
