EventIndex,Planet1,Aspect,Planet2,Orb,Type
237,Venus,Square,Jupiter,6°53’,Applying
237,Venus,Opposition,Pluto,6°12’,Separating
237,Mars,Sextile,Jupiter,3°52’,Applying
237,Mars,Square,Uranus,1°24’,Applying
237,Mars,Sextile,Neptune,3°30’,Applying
237,Jupiter,Trine,Neptune,0°21’,Separating
238,Sun,Sextile,Moon,0°02’,Separating
238,Sun,Conjunction,Mercury,1°18’,Applying
238,Sun,Square,Jupiter,4°31’,Separating
238,Sun,Conjunction,Uranus,9°36’,Separating
238,Moon,Sextile,Mercury,1°21’,Separating
238,Moon,Trine,Mars,9°01’,Applying
238,Mercury,Square,Jupiter,3°13’,Separating
238,Venus,Conjunction,Mars,5°37’,Separating
238,Venus,Sextile,Saturn,3°23’,Applying
238,Venus,Square,Pluto,0°23’,Applying
238,Mars,Square,Pluto,6°00’,Applying
238,Jupiter,Square,Uranus,5°04’,Separating
239,Sun,Trine,Saturn,0°48’,Applying
239,Sun,Conjunction,Uranus,6°56’,Separating
239,Sun,Square,Pluto,7°00’,Applying
239,Moon,Square,Venus,5°28’,Applying
239,Moon,Sextile,Uranus,1°23’,Separating
239,Mercury,Square,Mars,4°43’,Separating
239,Mercury,Conjunction,Jupiter,2°19’,Separating
239,Mercury,Square,Saturn,6°24’,Separating
239,Mercury,Trine,Pluto,0°12’,Separating
239,Mars,Square,Jupiter,2°24’,Separating
239,Jupiter,Trine,Pluto,2°32’,Separating
240,Sun,Square,Mars,9°24’,Separating
240,Sun,Sextile,Neptune,4°20’,Applying
240,Moon,Conjunction,Mercury,2°05’,Separating
240,Moon,Conjunction,Venus,9°22’,Separating
240,Moon,Square,Uranus,3°16’,Separating
240,Moon,Conjunction,Pluto,7°38’,Separating
240,Mercury,Sextile,Mars,3°59’,Separating
240,Mercury,Square,Uranus,1°10’,Separating
240,Mercury,Conjunction,Pluto,5°33’,Separating
240,Venus,Sextile,Mars,3°16’,Applying
240,Venus,Square,Uranus,6°05’,Applying
240,Venus,Conjunction,Pluto,1°43’,Applying
240,Mars,Sextile,Pluto,1°33’,Separating
240,Uranus,Square,Pluto,4°22’,Separating
241,Sun,Conjunction,Mercury,6°54’,Separating
241,Sun,Trine,Mars,8°08’,Separating
241,Sun,Sextile,Saturn,4°40’,Applying
241,Moon,Opposition,Venus,7°40’,Separating
241,Moon,Sextile,Neptune,1°19’,Separating
241,Moon,Conjunction,Pluto,6°21’,Separating
241,Mercury,Sextile,Saturn,2°13’,Separating
241,Venus,Trine,Neptune,6°20’,Applying
241,Venus,Opposition,Pluto,1°19’,Applying
241,Saturn,Square,Neptune,5°27’,Separating
242,Sun,Conjunction,Moon,8°39’,Applying
242,Sun,Conjunction,Venus,7°46’,Separating
242,Sun,Trine,Saturn,0°32’,Separating
242,Sun,Trine,Uranus,9°17’,Separating
242,Sun,Trine,Neptune,2°05’,Separating
242,Sun,Opposition,Pluto,0°34’,Separating
242,Moon,Sextile,Mars,2°10’,Separating
242,Moon,Trine,Saturn,8°07’,Applying
242,Moon,Trine,Uranus,0°37’,Separating
242,Moon,Trine,Neptune,6°34’,Applying
242,Moon,Opposition,Pluto,8°05’,Applying
242,Mercury,Conjunction,Jupiter,6°01’,Applying
242,Mars,Opposition,Uranus,1°33’,Applying
242,Saturn,Conjunction,Neptune,1°32’,Applying
242,Saturn,Sextile,Pluto,0°01’,Separating
242,Neptune,Sextile,Pluto,1°30’,Applying
243,Sun,Conjunction,Venus,8°39’,Separating
243,Sun,Trine,Mars,2°30’,Separating
243,Sun,Trine,Saturn,0°07’,Applying
243,Sun,Square,Uranus,4°25’,Separating
243,Moon,Sextile,Venus,3°22’,Separating
243,Moon,Trine,Neptune,7°47’,Applying
243,Mercury,Opposition,Neptune,1°39’,Applying
243,Mercury,Trine,Pluto,3°43’,Applying
243,Mars,Conjunction,Saturn,2°37’,Applying
243,Uranus,Trine,Neptune,5°45’,Separating
243,Uranus,Sextile,Pluto,3°41’,Separating
243,Neptune,Sextile,Pluto,2°04’,Separating
244,Sun,Conjunction,Mercury,8°40’,Separating
244,Sun,Conjunction,Mars,2°49’,Separating
244,Moon,Trine,Mercury,7°47’,Separating
244,Moon,Trine,Saturn,5°45’,Separating
244,Moon,Trine,Neptune,3°41’,Separating
244,Mercury,Conjunction,Saturn,2°02’,Applying
244,Mercury,Trine,Neptune,4°06’,Applying
244,Venus,Opposition,Jupiter,2°33’,Applying
244,Venus,Trine,Uranus,0°02’,Separating
244,Venus,Square,Neptune,3°56’,Separating
244,Jupiter,Sextile,Uranus,2°36’,Applying
244,Jupiter,Square,Neptune,6°29’,Applying
244,Saturn,Square,Uranus,5°57’,Applying
244,Saturn,Trine,Neptune,2°04’,Applying
245,Sun,Conjunction,Uranus,2°04’,Separating
245,Sun,Trine,Neptune,4°34’,Applying
245,Moon,Trine,Mercury,4°08’,Separating
245,Moon,Square,Venus,8°03’,Separating
245,Moon,Sextile,Mars,5°07’,Applying
245,Moon,Conjunction,Jupiter,1°19’,Separating
245,Moon,Sextile,Saturn,2°24’,Applying
245,Moon,Opposition,Pluto,1°46’,Separating
245,Mercury,Trine,Jupiter,2°49’,Separating
245,Mercury,Sextile,Pluto,2°22’,Separating
245,Venus,Square,Jupiter,6°44’,Separating
245,Venus,Square,Pluto,6°17’,Separating
245,Mars,Trine,Saturn,2°43’,Applying
245,Mars,Trine,Pluto,6°54’,Applying
245,Jupiter,Sextile,Saturn,3°43’,Separating
245,Jupiter,Opposition,Pluto,0°26’,Separating
245,Saturn,Trine,Pluto,4°10’,Separating
245,Uranus,Trine,Neptune,6°38’,Applying
246,Sun,Sextile,Moon,1°25’,Separating
246,Sun,Conjunction,Mercury,1°00’,Separating
246,Sun,Conjunction,Mars,0°12’,Applying
246,Sun,Conjunction,Jupiter,2°48’,Separating
246,Sun,Sextile,Pluto,2°28’,Separating
246,Moon,Sextile,Mercury,0°25’,Separating
246,Moon,Sextile,Mars,1°13’,Separating
246,Moon,Sextile,Jupiter,4°13’,Separating
246,Moon,Square,Saturn,9°54’,Applying
246,Moon,Conjunction,Pluto,3°54’,Separating
246,Mercury,Conjunction,Mars,0°47’,Separating
246,Mercury,Conjunction,Jupiter,3°48’,Separating
246,Mercury,Sextile,Pluto,3°28’,Separating
246,Venus,Square,Saturn,5°35’,Separating
246,Venus,Opposition,Uranus,1°40’,Separating
246,Venus,Conjunction,Neptune,1°08’,Applying
246,Mars,Conjunction,Jupiter,3°00’,Separating
246,Mars,Sextile,Pluto,2°40’,Separating
246,Jupiter,Sextile,Pluto,0°19’,Applying
246,Saturn,Square,Uranus,3°54’,Separating
246,Saturn,Square,Neptune,6°43’,Separating
246,Uranus,Opposition,Neptune,2°49’,Separating
247,Sun,Conjunction,Saturn,4°45’,Applying
247,Sun,Conjunction,Neptune,5°31’,Separating
247,Moon,Square,Mars,7°45’,Separating
247,Moon,Conjunction,Neptune,6°12’,Applying
247,Mercury,Sextile,Pluto,3°56’,Separating
247,Mars,Trine,Uranus,3°11’,Applying
247,Jupiter,Conjunction,Pluto,0°54’,Applying
248,Sun,Square,Moon,1°38’,Separating
248,Sun,Conjunction,Mercury,0°30’,Separating
248,Sun,Opposition,Uranus,1°53’,Applying
248,Moon,Square,Mercury,1°07’,Separating
248,Moon,Trine,Jupiter,7°17’,Applying
248,Moon,Square,Uranus,0°14’,Applying
248,Mercury,Opposition,Uranus,1°22’,Applying
248,Venus,Square,Mars,0°36’,Separating
248,Venus,Sextile,Jupiter,1°14’,Applying
248,Venus,Opposition,Neptune,5°06’,Applying
248,Venus,Trine,Pluto,0°58’,Applying
248,Mars,Trine,Uranus,5°11’,Separating
248,Mars,Square,Neptune,5°43’,Applying
248,Jupiter,Square,Saturn,5°32’,Applying
248,Jupiter,Trine,Neptune,3°52’,Applying
248,Jupiter,Opposition,Pluto,0°15’,Separating
248,Saturn,Square,Pluto,5°47’,Separating
249,Sun,Trine,Saturn,9°08’,Separating
249,Moon,Square,Mercury,1°55’,Separating
249,Moon,Square,Uranus,7°07’,Separating
249,Mercury,Conjunction,Uranus,5°11’,Separating
249,Venus,Square,Neptune,0°30’,Applying
249,Venus,Sextile,Pluto,1°36’,Applying
249,Mars,Trine,Jupiter,5°14’,Applying
249,Mars,Opposition,Uranus,6°16’,Separating
249,Jupiter,Square,Saturn,3°33’,Applying
249,Jupiter,Trine,Neptune,5°51’,Separating
249,Jupiter,Square,Pluto,4°45’,Separating
250,Sun,Opposition,Moon,7°28’,Applying
250,Moon,Conjunction,Jupiter,4°58’,Separating
250,Mercury,Opposition,Uranus,4°16’,Separating
250,Venus,Opposition,Mars,2°40’,Separating
250,Venus,Trine,Uranus,0°07’,Applying
250,Venus,Square,Neptune,6°31’,Separating
250,Mars,Sextile,Uranus,2°48’,Separating
250,Mars,Square,Neptune,3°50’,Applying
250,Neptune,Sextile,Pluto,1°41’,Separating
251,Sun,Conjunction,Mercury,9°21’,Separating
251,Sun,Square,Jupiter,4°06’,Applying
251,Sun,Sextile,Uranus,5°09’,Separating
251,Moon,Conjunction,Mars,7°58’,Applying
251,Moon,Square,Saturn,6°11’,Applying
251,Moon,Trine,Pluto,3°37’,Applying
251,Mercury,Sextile,Saturn,2°00’,Applying
251,Mercury,Square,Pluto,4°35’,Applying
251,Venus,Trine,Jupiter,3°40’,Separating
251,Venus,Square,Uranus,5°34’,Separating
251,Mars,Square,Saturn,1°46’,Separating
251,Mars,Trine,Pluto,4°21’,Separating
251,Saturn,Trine,Uranus,6°13’,Applying
252,Sun,Conjunction,Venus,3°19’,Separating
252,Sun,Conjunction,Mars,3°06’,Separating
252,Moon,Square,Mercury,4°49’,Separating
252,Moon,Square,Mars,9°18’,Applying
252,Moon,Conjunction,Uranus,2°48’,Separating
252,Moon,Sextile,Neptune,4°14’,Separating
252,Moon,Conjunction,Pluto,7°50’,Separating
252,Mercury,Sextile,Saturn,1°01’,Applying
252,Mercury,Square,Uranus,2°01’,Applying
252,Mercury,Square,Pluto,3°01’,Separating
252,Venus,Conjunction,Mars,6°26’,Separating
252,Uranus,Sextile,Neptune,1°26’,Separating
252,Uranus,Conjunction,Pluto,5°02’,Separating
252,Neptune,Sextile,Pluto,3°36’,Applying
253,Sun,Conjunction,Mercury,1°55’,Applying
253,Moon,Opposition,Mars,5°17’,Applying
253,Moon,Square,Jupiter,6°56’,Applying
253,Mercury,Sextile,Pluto,3°37’,Separating
253,Venus,Trine,Mars,4°48’,Separating
253,Venus,Sextile,Uranus,1°05’,Applying
253,Venus,Sextile,Neptune,1°21’,Applying
253,Mars,Square,Jupiter,1°39’,Separating
253,Mars,Opposition,Uranus,5°54’,Separating
253,Mars,Opposition,Neptune,6°10’,Separating
253,Jupiter,Trine,Saturn,3°57’,Separating
253,Jupiter,Square,Uranus,4°15’,Separating
253,Jupiter,Square,Neptune,4°30’,Separating
253,Saturn,Square,Pluto,6°34’,Applying
253,Uranus,Conjunction,Neptune,0°15’,Applying
254,Sun,Conjunction,Mercury,1°53’,Separating
254,Sun,Square,Mars,7°07’,Applying
254,Sun,Sextile,Saturn,1°39’,Separating
254,Sun,Conjunction,Neptune,2°32’,Applying
254,Sun,Sextile,Pluto,4°22’,Applying
254,Moon,Opposition,Venus,4°11’,Applying
254,Moon,Sextile,Mars,0°01’,Separating
254,Moon,Square,Jupiter,4°05’,Applying
254,Moon,Square,Saturn,8°48’,Separating
254,Moon,Trine,Uranus,2°36’,Applying
254,Moon,Square,Pluto,2°46’,Separating
254,Mercury,Square,Mars,5°13’,Applying
254,Mercury,Sextile,Saturn,3°33’,Separating
254,Mercury,Conjunction,Neptune,0°38’,Applying
254,Mercury,Sextile,Pluto,2°28’,Applying
254,Venus,Trine,Mars,4°12’,Separating
254,Venus,Square,Jupiter,0°06’,Separating
254,Venus,Sextile,Uranus,1°35’,Separating
254,Venus,Square,Pluto,6°58’,Separating
254,Mars,Sextile,Uranus,2°37’,Applying
254,Mars,Square,Neptune,4°35’,Separating
254,Jupiter,Conjunction,Pluto,6°52’,Separating
254,Saturn,Conjunction,Pluto,6°01’,Applying
254,Neptune,Sextile,Pluto,1°49’,Applying
255,Sun,Conjunction,Moon,9°16’,Separating
255,Sun,Square,Saturn,6°02’,Applying
255,Sun,Sextile,Uranus,4°06’,Separating
255,Sun,Trine,Neptune,9°07’,Applying
255,Sun,Trine,Pluto,6°14’,Separating
255,Moon,Trine,Jupiter,7°58’,Applying
255,Moon,Square,Saturn,3°14’,Separating
255,Moon,Trine,Neptune,0°08’,Separating
255,Mercury,Trine,Saturn,6°06’,Separating
255,Mercury,Square,Neptune,3°00’,Separating
255,Venus,Square,Mars,2°05’,Separating
255,Venus,Opposition,Jupiter,4°20’,Separating
255,Venus,Square,Uranus,4°17’,Applying
255,Venus,Square,Pluto,2°09’,Applying
255,Mars,Square,Jupiter,6°26’,Separating
255,Mars,Conjunction,Uranus,2°11’,Applying
255,Mars,Opposition,Pluto,0°03’,Applying
255,Jupiter,Square,Pluto,6°29’,Separating
255,Uranus,Opposition,Pluto,2°07’,Separating
256,Moon,Trine,Mercury,5°38’,Separating
256,Moon,Opposition,Venus,5°21’,Separating
256,Moon,Opposition,Mars,3°38’,Separating
256,Mercury,Sextile,Venus,0°16’,Applying
256,Mercury,Sextile,Mars,1°59’,Applying
256,Mercury,Square,Jupiter,0°23’,Separating
256,Mercury,Square,Neptune,6°53’,Separating
256,Venus,Conjunction,Mars,1°42’,Separating
256,Jupiter,Opposition,Neptune,6°29’,Separating
256,Saturn,Opposition,Uranus,3°54’,Separating
256,Uranus,Conjunction,Pluto,4°34’,Applying
256,Neptune,Sextile,Pluto,2°36’,Applying
257,Sun,Sextile,Moon,4°24’,Applying
257,Sun,Trine,Jupiter,3°40’,Separating
257,Sun,Square,Saturn,5°53’,Applying
257,Moon,Square,Venus,3°13’,Separating
257,Moon,Sextile,Jupiter,0°43’,Applying
257,Moon,Square,Uranus,3°03’,Separating
257,Moon,Square,Neptune,9°54’,Separating
257,Moon,Trine,Pluto,6°15’,Separating
257,Mercury,Sextile,Pluto,0°15’,Applying
257,Venus,Opposition,Uranus,0°09’,Applying
257,Venus,Conjunction,Neptune,6°40’,Separating
257,Mars,Conjunction,Saturn,6°13’,Separating
257,Jupiter,Opposition,Pluto,6°59’,Applying
257,Uranus,Opposition,Neptune,6°50’,Applying
258,Sun,Trine,Moon,3°55’,Separating
258,Sun,Conjunction,Mercury,3°29’,Separating
258,Sun,Sextile,Mars,3°45’,Applying
258,Sun,Trine,Pluto,3°34’,Separating
258,Moon,Trine,Mercury,0°25’,Separating
258,Moon,Square,Venus,3°26’,Applying
258,Moon,Opposition,Mars,0°10’,Separating
258,Moon,Square,Jupiter,7°49’,Separating
258,Moon,Trine,Pluto,7°30’,Separating
258,Mercury,Sextile,Mars,0°15’,Applying
258,Venus,Square,Mars,3°36’,Separating
258,Venus,Trine,Uranus,2°57’,Separating
258,Saturn,Opposition,Neptune,2°57’,Separating
259,Sun,Trine,Moon,5°43’,Separating
259,Moon,Square,Jupiter,5°02’,Separating
259,Moon,Square,Saturn,6°16’,Applying
259,Moon,Square,Uranus,9°46’,Separating
259,Moon,Square,Neptune,4°22’,Separating
259,Mercury,Trine,Saturn,6°08’,Applying
259,Mercury,Trine,Neptune,4°30’,Separating
259,Mercury,Opposition,Pluto,2°50’,Separating
259,Venus,Trine,Uranus,3°52’,Applying
259,Mars,Square,Uranus,6°16’,Applying
259,Jupiter,Opposition,Uranus,4°43’,Separating
259,Jupiter,Opposition,Neptune,0°39’,Applying
259,Jupiter,Trine,Pluto,2°19’,Applying
259,Uranus,Conjunction,Neptune,5°23’,Separating
259,Neptune,Sextile,Pluto,1°40’,Applying
260,Sun,Sextile,Moon,3°40’,Separating
260,Sun,Conjunction,Venus,9°34’,Applying
260,Sun,Sextile,Mars,3°04’,Separating
260,Moon,Conjunction,Mars,6°45’,Separating
260,Mercury,Trine,Jupiter,3°31’,Applying
260,Mercury,Opposition,Saturn,5°27’,Applying
260,Mercury,Square,Neptune,2°43’,Separating
260,Venus,Square,Jupiter,3°45’,Separating
260,Jupiter,Sextile,Saturn,1°56’,Applying
260,Uranus,Conjunction,Pluto,6°58’,Applying
260,Neptune,Sextile,Pluto,2°19’,Applying
261,Sun,Conjunction,Mars,9°34’,Separating
261,Sun,Trine,Jupiter,3°02’,Separating
261,Sun,Trine,Uranus,3°00’,Applying
261,Sun,Square,Neptune,2°29’,Applying
261,Sun,Trine,Pluto,9°41’,Separating
261,Moon,Conjunction,Venus,1°35’,Applying
261,Moon,Sextile,Saturn,0°13’,Applying
261,Moon,Opposition,Uranus,8°42’,Separating
261,Moon,Square,Pluto,8°35’,Applying
261,Venus,Sextile,Saturn,1°22’,Separating
261,Venus,Square,Pluto,6°59’,Applying
261,Mars,Trine,Jupiter,6°31’,Applying
261,Mars,Trine,Pluto,0°07’,Separating
261,Jupiter,Conjunction,Uranus,6°02’,Applying
261,Jupiter,Trine,Pluto,6°39’,Separating
262,Sun,Opposition,Moon,4°20’,Separating
262,Sun,Trine,Saturn,0°15’,Applying
262,Sun,Opposition,Neptune,9°29’,Applying
262,Moon,Sextile,Saturn,4°05’,Separating
262,Moon,Conjunction,Neptune,5°09’,Applying
262,Mercury,Opposition,Pluto,3°29’,Separating
262,Venus,Opposition,Mars,5°33’,Separating
262,Venus,Conjunction,Jupiter,5°12’,Applying
262,Venus,Sextile,Uranus,1°37’,Separating
262,Mars,Trine,Uranus,3°55’,Applying
262,Mars,Sextile,Neptune,1°53’,Separating
262,Uranus,Opposition,Neptune,5°49’,Separating
263,Sun,Sextile,Moon,3°52’,Separating
263,Sun,Sextile,Mars,4°35’,Applying
263,Sun,Opposition,Jupiter,3°42’,Separating
263,Sun,Opposition,Uranus,2°37’,Separating
263,Sun,Square,Neptune,0°01’,Applying
263,Moon,Conjunction,Venus,9°28’,Applying
263,Moon,Trine,Mars,0°42’,Applying
263,Moon,Trine,Jupiter,7°34’,Separating
263,Moon,Trine,Uranus,6°29’,Separating
263,Moon,Square,Pluto,5°50’,Separating
263,Mercury,Sextile,Venus,1°46’,Separating
263,Mercury,Square,Saturn,6°27’,Applying
263,Jupiter,Trine,Saturn,4°43’,Applying
263,Jupiter,Conjunction,Uranus,1°04’,Separating
263,Jupiter,Square,Neptune,3°43’,Separating
263,Saturn,Trine,Uranus,5°48’,Applying
263,Saturn,Square,Pluto,6°27’,Applying
263,Uranus,Square,Neptune,2°39’,Separating
263,Neptune,Sextile,Pluto,2°00’,Separating
264,Sun,Conjunction,Venus,5°24’,Separating
264,Sun,Square,Mars,4°08’,Applying
264,Sun,Trine,Saturn,7°07’,Applying
264,Sun,Trine,Neptune,6°19’,Separating
264,Sun,Opposition,Pluto,8°37’,Separating
264,Moon,Trine,Jupiter,4°36’,Applying
264,Moon,Square,Uranus,7°29’,Applying
264,Mercury,Square,Jupiter,0°35’,Separating
264,Mercury,Trine,Saturn,6°41’,Applying
264,Mercury,Trine,Uranus,3°28’,Separating
264,Venus,Square,Mars,1°16’,Separating
264,Venus,Trine,Saturn,1°42’,Applying
264,Uranus,Square,Neptune,6°23’,Separating
264,Neptune,Sextile,Pluto,2°17’,Separating
265,Sun,Square,Moon,3°46’,Applying
265,Sun,Conjunction,Mercury,8°41’,Applying
265,Sun,Square,Mars,2°57’,Applying
265,Sun,Trine,Pluto,8°23’,Applying
265,Moon,Square,Mercury,4°55’,Separating
265,Moon,Conjunction,Mars,6°44’,Applying
265,Venus,Opposition,Jupiter,6°02’,Applying
265,Venus,Sextile,Saturn,1°26’,Separating
265,Venus,Trine,Uranus,1°10’,Separating
265,Venus,Sextile,Neptune,2°00’,Separating
265,Venus,Trine,Pluto,4°58’,Separating
265,Saturn,Opposition,Uranus,0°15’,Applying
265,Saturn,Trine,Neptune,0°33’,Separating
265,Saturn,Opposition,Pluto,3°32’,Separating
265,Uranus,Sextile,Neptune,0°49’,Applying
265,Uranus,Conjunction,Pluto,3°48’,Separating
265,Neptune,Sextile,Pluto,2°58’,Separating
266,Sun,Conjunction,Venus,4°30’,Applying
266,Sun,Conjunction,Mars,1°44’,Separating
266,Sun,Square,Saturn,7°20’,Separating
266,Sun,Conjunction,Uranus,1°53’,Applying
266,Moon,Sextile,Venus,1°05’,Applying
266,Moon,Sextile,Mars,3°51’,Applying
266,Mercury,Trine,Jupiter,0°13’,Separating
266,Venus,Conjunction,Mars,2°45’,Applying
266,Venus,Square,Saturn,2°49’,Separating
266,Venus,Conjunction,Uranus,6°24’,Applying
266,Mars,Square,Saturn,5°35’,Separating
266,Mars,Conjunction,Uranus,3°38’,Applying
266,Jupiter,Square,Neptune,0°31’,Applying
266,Neptune,Sextile,Pluto,0°23’,Applying
267,Sun,Conjunction,Mercury,3°15’,Applying
267,Sun,Sextile,Saturn,4°05’,Applying
267,Sun,Conjunction,Uranus,1°58’,Separating
267,Sun,Trine,Neptune,8°30’,Applying
267,Sun,Square,Pluto,9°37’,Separating
267,Moon,Square,Mars,4°09’,Separating
267,Moon,Trine,Neptune,1°43’,Separating
267,Mercury,Conjunction,Uranus,1°17’,Applying
267,Mercury,Square,Pluto,6°21’,Separating
267,Venus,Trine,Mars,0°16’,Separating
267,Venus,Square,Saturn,2°15’,Separating
267,Venus,Square,Neptune,2°08’,Applying
267,Jupiter,Trine,Pluto,3°33’,Separating
267,Saturn,Opposition,Neptune,4°24’,Applying
268,Sun,Square,Moon,0°41’,Separating
268,Sun,Trine,Neptune,7°24’,Applying
268,Moon,Trine,Saturn,5°28’,Applying
268,Mercury,Sextile,Venus,1°23’,Applying
268,Mercury,Square,Neptune,6°26’,Separating
268,Mercury,Trine,Pluto,0°53’,Applying
268,Venus,Square,Mars,0°48’,Separating
268,Venus,Opposition,Pluto,0°30’,Separating
268,Mars,Square,Pluto,0°18’,Applying
268,Saturn,Square,Uranus,0°19’,Applying
268,Saturn,Square,Neptune,1°13’,Separating
268,Uranus,Opposition,Neptune,1°33’,Applying
269,Sun,Trine,Moon,3°33’,Applying
269,Sun,Conjunction,Venus,1°01’,Applying
269,Sun,Trine,Saturn,0°55’,Separating
269,Moon,Trine,Venus,2°31’,Applying
269,Moon,Trine,Saturn,2°38’,Applying
269,Moon,Square,Uranus,1°22’,Applying
269,Moon,Square,Neptune,2°35’,Applying
269,Mercury,Sextile,Mars,3°49’,Separating
269,Venus,Trine,Saturn,0°06’,Applying
269,Saturn,Square,Pluto,2°26’,Applying
269,Uranus,Conjunction,Neptune,1°13’,Separating
269,Uranus,Sextile,Pluto,3°42’,Separating
269,Neptune,Sextile,Pluto,2°28’,Applying
270,Sun,Trine,Moon,9°40’,Applying
270,Sun,Conjunction,Mercury,9°39’,Applying
270,Moon,Trine,Mercury,0°00’,Applying
270,Moon,Opposition,Venus,8°51’,Separating
270,Moon,Square,Mars,9°52’,Separating
270,Moon,Conjunction,Jupiter,6°10’,Separating
270,Moon,Trine,Neptune,7°34’,Separating
270,Moon,Opposition,Pluto,9°50’,Separating
270,Mercury,Trine,Jupiter,6°11’,Separating
270,Venus,Square,Mars,1°01’,Separating
270,Venus,Opposition,Jupiter,2°40’,Applying
270,Venus,Sextile,Neptune,1°16’,Applying
270,Venus,Conjunction,Pluto,0°58’,Separating
270,Mars,Square,Jupiter,3°41’,Applying
270,Mars,Trine,Saturn,0°25’,Applying
270,Mars,Square,Pluto,0°02’,Applying
270,Jupiter,Trine,Neptune,1°24’,Applying
270,Jupiter,Opposition,Pluto,3°39’,Applying
270,Saturn,Square,Neptune,1°52’,Separating
270,Neptune,Sextile,Pluto,2°15’,Applying
271,Sun,Conjunction,Mercury,2°36’,Separating
271,Sun,Square,Saturn,9°27’,Separating
271,Sun,Opposition,Uranus,4°28’,Separating
271,Sun,Square,Neptune,7°41’,Applying
271,Moon,Sextile,Mercury,5°03’,Applying
271,Moon,Trine,Jupiter,0°58’,Applying
271,Moon,Trine,Uranus,3°11’,Applying
271,Mercury,Square,Saturn,6°51’,Applying
271,Mercury,Opposition,Uranus,1°52’,Applying
271,Venus,Square,Neptune,4°22’,Separating
271,Mars,Trine,Neptune,4°52’,Applying
271,Mars,Opposition,Pluto,4°53’,Applying
271,Jupiter,Trine,Uranus,2°12’,Applying
271,Saturn,Square,Uranus,4°58’,Applying
271,Neptune,Sextile,Pluto,0°01’,Applying
272,Sun,Conjunction,Mercury,5°44’,Applying
272,Sun,Trine,Saturn,6°54’,Applying
272,Sun,Trine,Uranus,5°22’,Applying
272,Moon,Conjunction,Mercury,9°06’,Applying
272,Moon,Sextile,Venus,0°04’,Applying
272,Moon,Sextile,Mars,5°04’,Separating
272,Moon,Square,Saturn,8°13’,Separating
272,Moon,Square,Uranus,9°46’,Separating
272,Moon,Square,Neptune,0°34’,Separating
272,Venus,Trine,Mars,5°08’,Separating
272,Mars,Square,Jupiter,2°47’,Applying
272,Mars,Square,Pluto,5°56’,Applying
272,Jupiter,Trine,Saturn,5°57’,Separating
272,Jupiter,Trine,Neptune,1°41’,Applying
272,Jupiter,Opposition,Pluto,3°08’,Applying
272,Saturn,Conjunction,Uranus,1°32’,Separating
272,Neptune,Sextile,Pluto,1°26’,Applying
273,Sun,Square,Moon,9°35’,Separating
273,Sun,Conjunction,Uranus,2°32’,Separating
273,Sun,Trine,Neptune,2°06’,Applying
273,Moon,Trine,Mercury,0°36’,Separating
273,Moon,Opposition,Jupiter,3°11’,Applying
273,Mercury,Sextile,Jupiter,3°48’,Applying
273,Mercury,Square,Pluto,2°36’,Applying
273,Venus,Conjunction,Mars,0°10’,Applying
273,Venus,Sextile,Saturn,3°21’,Applying
273,Mars,Sextile,Saturn,3°11’,Applying
273,Uranus,Trine,Neptune,4°38’,Applying
274,Sun,Conjunction,Moon,8°51’,Applying
274,Sun,Conjunction,Mercury,5°00’,Applying
274,Sun,Conjunction,Mars,2°03’,Applying
274,Sun,Square,Pluto,4°49’,Separating
274,Moon,Conjunction,Mercury,3°50’,Applying
274,Moon,Conjunction,Venus,3°23’,Separating
274,Moon,Sextile,Jupiter,0°46’,Separating
274,Moon,Square,Uranus,5°32’,Separating
274,Moon,Square,Pluto,4°01’,Applying
274,Mercury,Square,Pluto,0°10’,Applying
274,Venus,Sextile,Jupiter,2°37’,Applying
274,Venus,Square,Uranus,2°09’,Separating
274,Mars,Square,Pluto,6°53’,Separating
274,Jupiter,Square,Neptune,6°55’,Applying
274,Neptune,Sextile,Pluto,2°07’,Separating
275,Sun,Conjunction,Mercury,2°48’,Applying
275,Sun,Opposition,Pluto,3°24’,Applying
275,Moon,Opposition,Venus,3°44’,Separating
275,Moon,Opposition,Saturn,9°43’,Applying
275,Moon,Sextile,Uranus,4°21’,Separating
275,Moon,Square,Neptune,5°14’,Separating
275,Mercury,Opposition,Pluto,6°13’,Applying
275,Venus,Trine,Jupiter,3°24’,Separating
275,Venus,Trine,Uranus,0°37’,Separating
275,Venus,Square,Neptune,1°30’,Separating
275,Mars,Conjunction,Saturn,5°22’,Separating
275,Jupiter,Conjunction,Uranus,2°47’,Applying
276,Sun,Conjunction,Mercury,4°54’,Separating
276,Sun,Conjunction,Venus,1°36’,Separating
276,Sun,Square,Jupiter,6°47’,Applying
276,Moon,Conjunction,Mercury,7°55’,Separating
276,Moon,Square,Jupiter,6°01’,Separating
276,Mercury,Conjunction,Venus,3°17’,Separating
276,Mercury,Square,Jupiter,1°53’,Applying
276,Venus,Square,Jupiter,5°11’,Applying
276,Mars,Conjunction,Neptune,2°48’,Separating
276,Jupiter,Trine,Uranus,1°02’,Separating
276,Saturn,Trine,Pluto,1°19’,Separating
276,Uranus,Opposition,Pluto,6°05’,Applying
277,Sun,Conjunction,Venus,4°58’,Separating
277,Sun,Conjunction,Uranus,8°55’,Applying
277,Sun,Conjunction,Neptune,0°24’,Applying
277,Moon,Square,Mercury,6°07’,Separating
